adult striped skunk,eats,fruit
adult western spotted skunk,eats,fruit
adult wolf,eats,fruit
adult coyote,eats,fruit
beaver,eats,fruits
adult striped skunk,eats,grains
adult polar bear,eats,grass
adult wolf,eats,grass
white-tailed deer,eats,grass
adult red fox,eats,grass
beaver,eats,grass
bison,eats,grass
caribou,eats,grass
muskox,eats,grass
adult striped skunk,eats,grass
adult red fox,eats,grasshoppers
bison,eats,ground forage
adult wolf,eats,ground squirrel
adult Arctic fox,eats,ground squirrel
adult badger,eats,ground squirrel
adult black-footed ferret,eats,ground squirrel
adult ermine,eats,ground squirrel
adult long-tailed weasel,eats,ground squirrel
adult wolverine,eats,ground squirrel
adult grey fox,eats,groundhog
adult red fox,eats,groundhog
adult marten,eats,grouse
adult raccoon,eats,grub
adult bobcat,eats,hare
adult wolf,eats,hare
adult coyote,eats,hare
adult ermine,eats,hare
adult marten,eats,hare
adult least weasel,eats,harvest mouse
adult long-tailed weasel,eats,harvest mouse
adult grey fox,eats,harvest mouse
beaver,eats,herbs
white-tailed deer,eats,herbs
adult black bear,eats,honey
muskrat,eats,horsetails
adult least weasel,eats,house mouse
adult long-tailed weasel,eats,house mouse
adult western spotted skunk,eats,house mouse
adult polar bear,eats,humans
adult bobcat,eats,insect
adult grey fox,eats,insect
adult raccoon,eats,insect
adult wolf,eats,insect
adult badger,eats,insect
adult black bear,eats,insect
adult coyote,eats,insect
adult fisher,eats,insect
adult least weasel,eats,insect
adult long-tailed weasel,eats,insect
adult mink,eats,insect
adult river otter,eats,insect
adult striped skunk,eats,insect
adult western spotted skunk,eats,insect
bat,eats,insect
adult black-footed ferret,eats,jack rabbit
adult badger,eats,kangaroo rat
adult long-tailed weasel,eats,least weasel
adult striped skunk,eats,leaves
moose,eats,leaves
white-tailed deer,eats,leaves
caribou,eats,leaves
beaver,eats,leaves
adult Arctic fox,eats,lemming
adult polar bear,eats,lemming
caribou,eats,lichen
adult sea otter,eats,limpets
adult bobcat,eats,livestock
adult bobcat,eats,lizard
adult western spotted skunk,eats,lizard
adult striped skunk,eats,lizard
adult grizzly bear,eats,mammal
adult wolf,eats,marmot
adult lynx,eats,meadow vole
adult raccoon,eats,meadow vole
adult least weasel,eats,meadow vole
adult long-tailed weasel,eats,meadow vole
adult mink,eats,meadow vole
adult river otter,eats,meadow vole
cougar kitten,eats,meat
adult fisher,eats,mink
adult striped skunk,eats,minnows
adult red fox,eats,mole
adult striped skunk,eats,mollusks
adult cougar,eats,moose
adult wolf,eats,moose
adult wolverine,eats,moose
adult black bear,eats,moose
adult cougar,eats,mountain beaver
adult ermine,eats,mountain beaver
adult cougar,eats,mountain goat
adult wolverine,eats,mountain goat
adult ermine,eats,mouse
adult red fox,eats,mouse
adult wolverine,eats,mouse
adult bobcat,eats,mouse
adult cougar,eats,mouse
adult wolf,eats,mouse
adult black-footed ferret,eats,mouse
adult polar bear,eats,mushrooms
white-tailed deer,eats,mushrooms
adult wolf,eats,muskox
adult fisher,eats,muskrat
adult wolf,eats,muskrat
adult mink,eats,muskrat
adult red fox,eats,muskrat
adult river otter,eats,muskrat
adult polar bear,eats,mussels
adult sea otter,eats,mussels
adult river otter,eats,newts
adult long-tailed weasel,eats,Norway rat
adult western spotted skunk,eats,Norway rat
adult striped skunk,eats,nuts
adult grey fox,eats,nuts
adult black bear,eats,nuts
adult ermine,eats,pika
adult long-tailed weasel,eats,pika
adult grizzly bear,eats,plants
adult western spotted skunk,eats,plants
adult badger,eats,pocket gopher
adult ermine,eats,pocket gopher
adult long-tailed weasel,eats,pocket gopher
adult badger,eats,pocket mouse
muskrat,eats,pondweeds
adult bobcat,eats,porcupine
adult cougar,eats,porcupine
adult ermine,eats,porcupine
adult fisher,eats,porcupine
adult wolverine,eats,porcupine
adult badger,eats,prairie dog
adult black-footed ferret,eats,prairie dog
adult long-tailed weasel,eats,prairie dog
adult least weasel,eats,prairie vole
adult bobcat,eats,rabbit
adult wolf,eats,rabbit
adult coyote,eats,rabbit
adult bobcat,eats,rat
adult ermine,eats,rat
adult fisher,eats,red squirrel
adult long-tailed weasel,eats,red squirrel
adult least weasel,eats,red-backed vole
adult marten,eats,red-backed vole
adult coyote,eats,rodent
adult long-tailed weasel,eats,roof rat
adult wolverine,eats,roots
adult mink,eats,salamanders
adult sea otter,eats,sea urchins
adult polar bear,eats,seal
muskox,eats,sedge
bison,eats,sedge
muskrat,eats,sedge
adult bobcat,eats,shrew
adult grey fox,eats,shrew
adult ermine,eats,shrew
adult fisher,eats,shrew
adult long-tailed weasel,eats,shrew
adult marten,eats,shrew
adult mink,eats,shrew
adult red fox,eats,shrew
adult river otter,eats,shrew
moose,eats,shrubs
moose,eats,shrubs
adult lynx,eats,skunk
adult black bear,eats,small mammal
adult striped skunk,eats,small mammal
adult Arctic fox,eats,small marine animal
adult badger,eats,snails
adult sea otter,eats,snails
adult striped skunk,eats,snake
adult bobcat,eats,snake
adult black-footed ferret,eats,snake
adult ermine,eats,snake
adult long-tailed weasel,eats,snake
adult red fox,eats,snake
adult western spotted skunk,eats,snake
adult cougar,eats,snowshoe hare
adult lynx,eats,snowshoe hare
adult fisher,eats,snowshoe hare
adult red fox,eats,snowshoe hare
adult bobcat,eats,squirrel
adult lynx,eats,squirrel
adult raccoon,eats,squirrel
adult ermine,eats,squirrel
adult marten,eats,squirrel
adult red fox,eats,squirrel
adult polar bear,eats,starfish
adult river otter,eats,tadpoles
beaver,eats,tree bark
moose,eats,tree bark
adult raccoon,eats,turtle
moose,eats,twigs
white-tailed deer,eats,twigs
moose,eats,upland plants
adult fisher,eats,vole
adult badger,eats,vole
adult ermine,eats,vole
adult black-footed ferret,eats,vole
adult polar bear,eats,walrus
moose,eats,water plants
muskrat,eats,wild rice
muskox,eats,willows
muskrat,eats,willows
adult long-tailed weasel,eats,wood rat
adult female red fox,gives birth in,April
adult female badger,gives birth in,April
adult female bobcat,gives birth in,April
adult female ermine,gives birth in,April
adult female fisher,gives birth in,April
adult female long-tailed weasel,gives birth in,April
adult female marten,gives birth in,April
adult female mink,gives birth in,April
adult female raccoon,gives birth in,April
adult female red fox,gives birth in,April
adult female swift fox,gives birth in,April
adult female wolverine,gives birth in,April
adult female bobcat,gives birth in,August
adult female cougar,gives birth in,February
adult female black bear,gives birth in,February
adult female grizzly bear,gives birth in,February
adult female black bear,gives birth in,January
adult female grizzly bear,gives birth in,January
adult female cougar,gives birth in,July
female little brown bat,gives birth in,June
adult female lynx,gives birth in,June
female beaver,gives birth in,June
adult female red fox,gives birth in,March
adult female fisher,gives birth in,March
adult female long-tailed weasel,gives birth in,March
adult female marten,gives birth in,March
adult female swift fox,gives birth in,March
adult female wolverine,gives birth in,March
adult female red fox,gives birth in,May
adult female striped skunk,gives birth in,May
adult female wolf,gives birth in,May
adult female badger,gives birth in,May
adult female bobcat,gives birth in,May
adult female ermine,gives birth in,May
adult female lynx,gives birth in,May
adult female mink,gives birth in,May
adult female raccoon,gives birth in,May
adult female red fox,gives birth in,May
female beaver,gives birth in,May
adult female bobcat,gives birth in,October
muskrat,gives birth to,litters
adult female least weasel,gives birth to,litters
adult female lynx,gives birth to,litters
adult female mink,gives birth to,litters
female mammal,gives birth to,live babies
bull moose,has,antlers
female little brown bat,has,babies
female moose,has,babies
female white-tailed deer,has,babies
female beaver,has,babies
female muskrat,has,babies
adult female Arctic fox,has,babies
adult female badger,has,babies
adult female black bear,has,babies
adult female bobcat,has,babies
adult female cougar,has,babies
adult female coyote,has,babies
adult female ermine,has,babies
adult female fisher,has,babies
adult female grey fox,has,babies
adult female grizzly bear,has,babies
adult female least weasel,has,babies
adult female long-tailed weasel,has,babies
adult female lynx,has,babies
adult female marten,has,babies
adult female mink,has,babies
adult female polar bear,has,babies
adult female raccoon,has,babies
adult female red fox,has,babies
adult female river otter,has,babies
adult female sea otter,has,babies
adult female striped skunk,has,babies
adult female swift fox,has,babies
adult female western spotted skunk,has,babies
adult female wolf,has,babies
adult female wolverine,has,babies
female mammal,has,babies
bear,has,Family Name
beaver,has,Family Name
bison,has,Family Name
cat,has,Family Name
dog,has,Family Name
human,has,Family Name
mole,has,Family Name
mountain beaver,has,Family Name
muskox,has,Family Name
porcupine,has,Family Name
raccoon,has,Family Name
"rat, mouse or vole",has,Family Name
shrew,has,Family Name
smooth-faced bat,has,Family Name
squirrel,has,Family Name
weasel,has,Family Name
adult female Arctic fox,has,gestation period
adult female bobcat,has,gestation period
adult female cougar,has,gestation period
adult female coyote,has,gestation period
adult female ermine,has,gestation period
adult female fisher,has,gestation period
adult female grey fox,has,gestation period
adult female least weasel,has,gestation period
adult female long-tailed weasel,has,gestation period
adult female lynx,has,gestation period
adult female marten,has,gestation period
adult female mink,has,gestation period
adult female polar bear,has,gestation period
adult female raccoon,has,gestation period
adult female red fox,has,gestation period
adult female river otter,has,gestation period
adult female striped skunk,has,gestation period
adult female swift fox,has,gestation period
adult female western spotted skunk,has,gestation period
adult female wolf,has,gestation period
adult female wolverine,has,gestation period
female beaver,has,gestation period
female little brown bat,has,gestation period
female muskrat,has,gestation period
adult bobcat,has,good eyesight
adult polar bear,has,good eyesight
bat,has,good eyesight
muskox,has,good eyesight
adult raccoon,has,good eyesight
adult black bear,has,good hearing
adult bobcat,has,good hearing
adult raccoon,has,good hearing
adult red fox,has,good hearing
adult wolf,has,good hearing
moose,has,good hearing
adult black bear,has,good sense of smell
adult polar bear,has,good sense of smell
adult red fox,has,good sense of smell
adult wolf,has,good sense of smell
adult wolverine,has,good sense of smell
caribou,has,good sense of smell
moose,has,good sense of smell
adult raccoon,has,good sense of touch
adult least weasel,has,high metabolism
adult female wolverine,has,one breeding period per year
adult black bear,has,poor eyesight
adult wolf,has,poor eyesight
adult wolverine,has,poor eyesight
moose,has,poor eyesight
adult lynx,has,poor sense of smell
American pika,has,scientific name
American red squirrel,has,scientific name
American shrew-mole,has,scientific name
American water shrew,has,scientific name
Arctic fox,has,scientific name
arctic ground squirrel,has,scientific name
arctic hare,has,scientific name
arctic shrew,has,scientific name
Atlantic pilot whale,has,scientific name
Atlantic white-sided dolphin,has,scientific name
badger,has,scientific name
barren-ground caribou,has,scientific name
bat,has,scientific name
bearded seal,has,scientific name
beaver,has,scientific name
Bendire's shrew,has,scientific name
big brown bat,has,scientific name
big free-tailed bat,has,scientific name
bighorn sheep,has,scientific name
bison,has,scientific name
black bear,has,scientific name
black-footed ferret,has,scientific name
black-tailed prairie dog,has,scientific name
Blainville's beaked whale,has,scientific name
blue dolphin,has,scientific name
blue whale,has,scientific name
bobcat,has,scientific name
bottlenosed dolphin,has,scientific name
bowhead whale,has,scientific name
brown lemming,has,scientific name
bushy-tailed wood rat,has,scientific name
California bat,has,scientific name
California sealion,has,scientific name
caribou,has,scientific name
Cascade deer mouse,has,scientific name
chestnut-cheeked vole,has,scientific name
collared lemming,has,scientific name
Columbian ground squirrel,has,scientific name
common dolphin,has,scientific name
cougar,has,scientific name
coyote,has,scientific name
coypu,has,scientific name
creeping vole,has,scientific name
Dall's porpoise,has,scientific name
Dall's sheep,has,scientific name
deer mouse,has,scientific name
Douglas's squirrel,has,scientific name
dusky shrew,has,scientific name
eastern chipmunk,has,scientific name
eastern pippistrelle,has,scientific name
elk,has,scientific name
ermine,has,scientific name
European hare,has,scientific name
evening bat,has,scientific name
fallow deer,has,scientific name
fin whale,has,scientific name
fisher,has,scientific name
fox squirrel,has,scientific name
Franklin's ground squirrel,has,scientific name
fringed bat,has,scientific name
Gapper's red-backed vole,has,scientific name
Gaspé shrew,has,scientific name
giant beaked whale,has,scientific name
golden-mantled ground squirrel,has,scientific name
goose-beaked whale,has,scientific name
Great Basin pocket mouse,has,scientific name
grey fox,has,scientific name
grey grampus,has,scientific name
grey seal,has,scientific name
grey squirrel,has,scientific name
grey whale,has,scientific name
grizzly bear,has,scientific name
groundhog,has,scientific name
hairy-tailed mole,has,scientific name
harbour porpoise,has,scientific name
harbour seal,has,scientific name
harp seal,has,scientific name
heather vole,has,scientific name
hoary bat,has,scientific name
hoary marmot,has,scientific name
hooded seal,has,scientific name
house mouse,has,scientific name
human,has,scientific name
humpback whale,has,scientific name
Keen's bat,has,scientific name
killer whale,has,scientific name
least chipmunk,has,scientific name
least shrew,has,scientific name
least weasel,has,scientific name
little brown bat,has,scientific name
long-eared bat,has,scientific name
long-legged bat,has,scientific name
long-tailed vole,has,scientific name
long-tailed weasel,has,scientific name
lynx,has,scientific name
marten,has,scientific name
masked shrew,has,scientific name
meadow jumping mouse,has,scientific name
meadow vole,has,scientific name
mink,has,scientific name
Minke whale,has,scientific name
montane vole,has,scientific name
Moore's beaked whale,has,scientific name
moose,has,scientific name
mountain beaver,has,scientific name
mountain goat,has,scientific name
mule deer,has,scientific name
muskox,has,scientific name
muskrat,has,scientific name
narwhal,has,scientific name
northern bog lemming,has,scientific name
northern bottlenosed whale,has,scientific name
northern elephant seal,has,scientific name
northern flying squirrel,has,scientific name
northern fur seal,has,scientific name
northern grasshopper mouse,has,scientific name
northern pocket gopher,has,scientific name
northern red-backed vole,has,scientific name
northern right-whale dolphin,has,scientific name
northern sealion,has,scientific name
Norway rat,has,scientific name
Nuttall's cottontail,has,scientific name
olive-backed pocket mouse,has,scientific name
opossum,has,scientific name
opossum,has,scientific name
Ord's kangaroo rat,has,scientific name
Pacific coast mole,has,scientific name
Pacific jumping mouse,has,scientific name
Pacific pilot whale,has,scientific name
Pacific white-sided dolphin,has,scientific name
pallid bat,has,scientific name
Peary caribou,has,scientific name
pigmy shrew,has,scientific name
pigmy sperm whale,has,scientific name
pika,has,scientific name
plains bison,has,scientific name
plains pocket gopher,has,scientific name
polar bear,has,scientific name
porcupine,has,scientific name
prairie vole,has,scientific name
pronghorn,has,scientific name
rabbit or hare,has,scientific name
raccoon,has,scientific name
red bat,has,scientific name
red fox,has,scientific name
red-tailed chipmunk,has,scientific name
Richardson's ground squirrel,has,scientific name
Richardson's water vole,has,scientific name
right whale,has,scientific name
ringed seal,has,scientific name
river otter,has,scientific name
rock vole,has,scientific name
roof rat,has,scientific name
root vole,has,scientific name
sagebrush vole,has,scientific name
sea otter,has,scientific name
Sei whale,has,scientific name
short-tailed shrew,has,scientific name
silver-haired bat,has,scientific name
singing vole,has,scientific name
Sitka mouse,has,scientific name
small-footed bat,has,scientific name
smoky shrew,has,scientific name
snowshoe hare,has,scientific name
southern bog lemming,has,scientific name
southern flying squirrel,has,scientific name
Sowerby's beaked whale,has,scientific name
sperm whale,has,scientific name
star-nosed mole,has,scientific name
Stejneger's beaked whale,has,scientific name
striped skunk,has,scientific name
swift fox,has,scientific name
thirteen-lined ground squirrel,has,scientific name
Thompson's pigmy shrew,has,scientific name
Townsend's big-eared bat,has,scientific name
Townsend's chipmunk,has,scientific name
Townsend's mole,has,scientific name
Townsend's vole,has,scientific name
Trowbridge's shrew,has,scientific name
True's beaked whale,has,scientific name
Ungava lemming,has,scientific name
vagrant shrew,has,scientific name
Vancouver Island marmot,has,scientific name
walrus,has,scientific name
western harvest mouse,has,scientific name
western jumping mouse,has,scientific name
western red-backed vole,has,scientific name
western spotted skunk,has,scientific name
white whale,has,scientific name
white-beaked dolphin,has,scientific name
white-footed mouse,has,scientific name
white-tailed deer,has,scientific name
white-tailed jack rabbit,has,scientific name
wolverine,has,scientific name
wood bison,has,scientific name
woodland caribou,has,scientific name
woodland jumping mouse,has,scientific name
woodland vole,has,scientific name
yellow pine chipmunk,has,scientific name
yellow-bellied marmot,has,scientific name
carnivore,has ,Order name
cloven-hoofed mammal,has ,Order name
insectivore,has ,Order name
marsupial,has ,Order name
"pika, hare or rabbit",has ,Order name
primate,has ,Order name
rodent,has ,Order name
"seal, sealion or walrus",has ,Order name
"whale, dolphin or porpoise",has ,Order name
adult polar bear,has breeding season,April
muskrat,has breeding season,April
adult wolverine,has breeding season,April
adult grey fox,has breeding season,April
adult mink,has breeding season,April
adult male least weasel,has breeding season,April
adult river otter,has breeding season,April
adult fisher,has breeding season,April
adult lynx,has breeding season,April
adult sea otter,has breeding season,April
adult wolverine,has breeding season,August
adult badger,has breeding season,August
adult male least weasel,has breeding season,August
adult long-tailed weasel,has breeding season,August
adult marten,has breeding season,August
adult grey fox,has breeding season,February
adult coyote,has breeding season,February
adult mink,has breeding season,February
adult male least weasel,has breeding season,February
adult raccoon,has breeding season,February
adult red fox,has breeding season,February
adult striped skunk,has breeding season,February
adult wolf,has breeding season,February
adult western spotted skunk,has breeding season,February
adult river otter,has breeding season,February
adult grey fox,has breeding season,January
adult raccoon,has breeding season,January
adult red fox,has breeding season,January
adult wolverine,has breeding season,July
adult male least weasel,has breeding season,July
adult black bear,has breeding season,July
adult long-tailed weasel,has breeding season,July
adult marten,has breeding season,July
adult wolverine,has breeding season,June
adult male least weasel,has breeding season,June
adult black bear,has breeding season,June
adult ermine,has breeding season,June
adult sea otter,has breeding season,June
adult grey fox,has breeding season,March
adult mink,has breeding season,March
adult male least weasel,has breeding season,March
adult raccoon,has breeding season,March
adult red fox,has breeding season,March
adult striped skunk,has breeding season,March
adult wolf,has breeding season,March
adult western spotted skunk,has breeding season,March
adult river otter,has breeding season,March
adult coyote,has breeding season,March
muskrat,has breeding season,March
adult fisher,has breeding season,March
adult lynx,has breeding season,March
adult polar bear,has breeding season,May
muskrat,has breeding season,May
adult wolverine,has breeding season,May
adult grey fox,has breeding season,May
adult male least weasel,has breeding season,May
adult sea otter,has breeding season,May
adult male least weasel,has breeding season,November
barren-ground caribou,has breeding season,November
adult male least weasel,has breeding season,October
barren-ground caribou,has breeding season,October
adult wolverine,has breeding season,September
adult male least weasel,has breeding season,September
adult badger,has breeding season,September
adult mink,has colour,almost black
adult sea otter,has colour,almost black
moose,has colour,almost black
adult badger,has colour,black
adult black bear,has colour,black
adult black-footed ferret,has colour,black
adult ermine,has colour,black
adult fisher,has colour,black
adult long-tailed weasel,has colour,black
adult striped skunk,has colour,black
adult western spotted skunk,has colour,black
adult wolf,has colour,black
grizzly bear,has colour,black
muskox,has colour,black
adult Arctic fox,has colour,brown
adult badger,has colour,brown
adult black bear,has colour,brown
adult black-footed ferret,has colour,brown
adult cougar,has colour,brown
adult ermine,has colour,brown
adult fisher,has colour,brown
adult least weasel,has colour,brown
adult long-tailed weasel,has colour,brown
adult lynx,has colour,brown
adult marten,has colour,brown
adult mink,has colour,brown
adult river otter,has colour,brown
adult sea otter,has colour,brown
adult wolf,has colour,brown
adult wolverine,has colour,brown
beaver,has colour,brown
bison,has colour,brown
moose,has colour,brown
adult wolf,has colour,cream
baby wolverine,has colour,cream
polar bear,has colour,cream
adult wolverine,has colour,dark brown
moose,has colour,dark brown
adult coyote,has colour,grey
adult lynx,has colour,grey
adult raccoon,has colour,grey
adult wolf,has colour,grey
moose,has colour,grey
white-tailed deer,has colour,grey
adult red fox,has colour,grey
baby long-tailed weasel,has colour,pink
baby mink,has colour,pink
white-tailed deer,has colour,red
adult red fox,has colour,red
adult sea otter,has colour,red
adult Arctic fox,has colour,white
adult badger,has colour,white
adult black-footed ferret,has colour,white
adult ermine,has colour,white
adult least weasel,has colour,white
adult long-tailed weasel,has colour,white
adult wolf,has colour,white
baby ermine,has colour,white
baby long-tailed weasel,has colour,white
grizzly bear,has colour,white
white-tailed deer,has colour,white
adult striped skunk,has colour,white stripes
adult western spotted skunk,has colour,white stripes
grizzly bear,has colour,yellow
bobcat,has habitat,agricultural land
striped skunk,has habitat,agricultural land
red fox,has habitat,alpine
wolverine,has habitat,alpine
polar bear,has habitat,arctic ice pack
muskox,has habitat,arctic tundra
wolf,has habitat,arctic tundra
black-footed ferret,has habitat,arid plains
swift fox,has habitat,arid plains
river otter,has habitat,bays
cougar,has habitat,canyons
western spotted skunk,has habitat,canyons
sea otter,has habitat,coast
bobcat,has habitat,deserts
western spotted skunk,has habitat,farmlands
badger,has habitat,farmlands
ermine,has habitat,forests
wolverine,has habitat,forests
red fox,has habitat,forests
fisher,has habitat,forests
cougar,has habitat,forests
lynx,has habitat,forests
striped skunk,has habitat,forests
raccoon,has habitat,forests
wolf,has habitat,forests
grey fox,has habitat,forests
black bear,has habitat,forests
marten,has habitat,forests
bobcat,has habitat,forests
long-tailed weasel,has habitat,grassland
river otter,has habitat,lakes
